"sitemType","sClass","bIsSpecial","sID","sHUDanimName","sHUDanimNameIcon","fSpeedPenaltyPercent","sMuzzleFlashAnim","sTemplateOverwrite","sScript_OnFire","sScript_OnEmpty","sScript_OnFireALT","Sync","mSync","bAnimSync","bBulletChamber","fShooterSpeedSlowingPercent","fAimFOV","fMuzzleLightSize","bHasLaserSight","fSpreadFOV","fAimErrorMaxFOV","fAimErrorAddPerShot","fAimErrorMulPerShot","fAimErrorCooldownPerSec","nClipSize","nReloadUnitSize","fReloadTimePerUnit","fFireRatePerSec","bCanResetFireRate","nBurstSize","sActorShootVerse","bCanShootFromCrouch","bCanShootFromCover","bCanShootFromAir","bCanShootFromLadders","nDropShellFrame","bUsesMainWeaponAmmo","sSndShoot","sSndShoot2","sSndReload","sSndReload2","sSndEmpty","sSndEmpty2","sBulletType","nBulletsPerShot","fBulletDamage","fBulletDamageObjects","nArmorPiercingRating","fBulletDamageLossPPx","fBulletLife","fBulletMomentum","fBulletCriticalChance","fBulletStunDuration","fBulletSpeed","sBulletExploTemplate","bBulletDirectional","bBulletIgnoreArmor","bBulletIgnoreCover","bBulletDieOnImpact","bBulletCanSplat","fBulletSelfDamageMultiplier","fSoundRadius"
"Gun","ODG","","WPN_TRICKED_OUT_AK","WEAPON_SMG_TRICKED_AK","","0.0","MUZZLE_SILENT2","","","","","","","false","true","0.2","","0.3","","0.07","0.5","0.012","3.3","0.7","30","30","2","6.0","false","0","","true","false","true","false","0","","GUN_MP7SD_01","GUN_MP7SD_02","RELOAD_TACTICAL","RELOAD_EMERGENCY","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","50.0","","3","0.05","0.35","0.03","0.0","0.0","1000.0","","","false","false","true","","","240.0"
"Gun","ODG","","WPN_ULTIMATE_GARAND","WEAPON_GARAND","","","MUZZLE_SMG1","UPGRADE_OFFDUTY_GARAND","","WPNSCRIPT_RESET_WEAPONS","WPNSCRIPT_RESET_WEAPONS","","","true","false","0.2","","1.0","","0.025","0.63","0.4","1.3","2.2","8","0","1.0","3.5","true","0","","true","false","true","false","1","","GUN_MCX300_01","GUN_MCX300_02","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","99.0","1.0","5","0.0","0.4","5.0","","0.7","800.0","","","false","false","true","false","","360.0"
"Gun","Agent","true","WPN_PISTOL_G19M_FBI_ALTFIRE","","WPNALT_DOUBLE_TAP","","MUZZLE_GUN","","","","","","","true","false","0.1","","1.0","","0.05","0.66","0.045","1.5","1.6","-1","","","1.2","false","0","","true","false","true","false","0","true","GUN_GLOCK19M_01","GUN_GLOCK19M_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","40.0","","1","0.085","0.24","0.75","0.0","0.1","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_PISTOL_MP40_FBI_ALTFIRE","","WPNALT_DOUBLE_TAP","","MUZZLE_S1","","","","","","","true","false","0.1","","1.0","","0.05","0.66","0.045","1.5","1.6","-1","","","1.0","false","0","","true","false","true","false","0","true","GUN_MP40_01","GUN_MP40_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","48.0","","1","0.10","0.24","0.85","0.0","0.1","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_PISTOL_1911_FBI_ALTFIRE","","WPNALT_DOUBLE_TAP","","MUZZLE_S1","","","","","","","true","false","0.11","","1.0","","0.03","0.5","0.4","0.0","0.0","-1","","","0.8","false","0","","true","false","true","false","0","true","GUN_1911_45ACP_01","GUN_1911_45ACP_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","61.0","","0","0.011","0.25","1.2","0.0","0.2","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_PISTOL_MODEL1076_FBI_ALTFIRE","","WPNALT_DOUBLE_TAP","","MUZZLE_GUN","","","","","","","true","false","0.1","","1.0","","0.04","0.55","0.045","1.5","1.6","-1","","","0.8","false","0","","true","false","true","false","0","true","GUN_SW1076_10MM_01","GUN_SW1076_10MM_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","63.0","","1","0.1","0.25","0.9","0.0","0.2","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_PISTOL_FIVESEVEN_FBI_ALTFIRE","","WPNALT_DOUBLE_TAP","","MUZZLE_GUN","","","","","","","true","false","0.1","","1.0","","0.05","0.15","0.04","1.3","1.6","-1","","","1.2","false","0","","true","false","true","false","0","true","GUN_FIVESEVEN_01","GUN_FIVESEVEN_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","33.0","","3","0.0","0.25","0.0","0.0","0.0","1000.0","","","false","false","true","","","160.0"
"Gun","Assaulter","true","WPN_SUBMACHINE_STEADY","","WPNALT_AIMED","","","","","","","","","true","","100.0","","1.0","true","0.0","0.0","0.0","","1.0","-1","","","0.5","false","0","","true","false","false","false","0","true","GUN_MP5_01","","RELOAD_TACTICAL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER_AIMED_SHOT","1","150.0","","5","0.0","0.3","0.5","0.0","0.05","1000.0","","","false","false","true","","","240.0"
"Gun","Breacher","true","WPN_SHOTGUN_SLUG","WEAPON_SHOTGUN_SLUG","WPNALT_SLUG","","MUZZLE_M1","UPGRADE_SHOTGUN_ALT_SLUG","","WPNSCRIPT_RESET_WEAPONS","","","","true","","100.0","","1.0","","0.03","0.0","0.0","","1.0","-1","","","0.5","false","0","","true","false","true","false","2","","GUN_SLUG_01","GUN_SLUG_02","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_SHOTGUN_SLUG","1","200.0","","1","0.0","0.7","1.8","","0.05","525.0","","","false","false","","true","","240.0"
"Gun","Breacher","true","WPN_SHOTGUN_SLUG_M590","WEAPON_SHOTGUN_SLUG_M590","WPNALT_SLUG","","MUZZLE_M1","UPGRADE_SHOTGUN_ALT_SLUG","","WPNSCRIPT_RESET_WEAPONS","","","","true","","100.0","","1.0","","0.03","0.0","0.0","","1.0","-1","","","0.5","false","0","","true","false","true","false","2","","GUN_SLUG_01_PUMP","GUN_SLUG_02_PUMP","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_SHOTGUN_SLUG","1","200.0","","1","0.0","0.7","1.8","","0.05","525.0","","","false","false","","true","","240.0"
"Gun","Breacher","true","WPN_SHOTGUN_SLUG_M870","WEAPON_SHOTGUN_SLUG_M870","WPNALT_SLUG","-0.055","MUZZLE_M1","UPGRADE_SHOTGUN_ALT_SLUG","","WPNSCRIPT_RESET_WEAPONS","","","","true","","100.0","","1.0","","0.03","0.0","0.0","","1.0","-1","","","0.5","false","0","","true","false","true","false","2","","GUN_SLUG_01_PUMP","GUN_SLUG_02_PUMP","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_SHOTGUN_SLUG","1","200.0","","1","0.0","0.7","1.8","","0.05","525.0","","","false","false","","true","","240.0"
"Gun","Breacher","true","WPN_SHOTGUN_SLUG_JCOMBAT","WEAPON_SHOTGUN_SLUG_JCOMBAT","WPNALT_SLUG","","MUZZLE_M1","UPGRADE_SHOTGUN_ALT_SLUG","","WPNSCRIPT_RESET_WEAPONS","","","","true","","100.0","","1.0","","0.03","0.0","0.0","","1.0","-1","","","0.5","false","0","","true","false","true","false","2","","GUN_SLUG_01","GUN_SLUG_02","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_SHOTGUN_SLUG","1","200.0","","1","0.0","0.7","1.8","","0.05","525.0","","","false","false","","true","","240.0"
"Melee","Shield","true","WPN_SHIELD_MELEE","","WPNALT_BASH","","","","","","","","","true","","","","","","0.0","0.0","0.0","","1.0","-1","0","0.0","1.6","false","0","","false","false","false","false","","","HIT_MELEE_SHIELD_01","","","","","","BULLET_MELEE","1","35.0","45.0","5","0.0","0.2","2500.0","","1.5","160.0","","","true","true","","","",""
"Special","Shield","true","WPN_SHIELD_FLASH","","WPNALT_FLASH","","","","","","","","","true","","","","1.0","","0.0","0.0","0.0","","1.0","-1","0","0.0","0.095","false","0","","true","false","false","false","","","SHIELD_FLASH_DISCHARGE","","","","","","BULLET_INVISIBLE","1","1.0","","0","0.0","0.01","0.0","","","1.0","EXPLO_SHIELD_FLASH","true","","","","","",""
"Gun","Breacher","true","WPN_SA_SHOTGUN_INCENDIARY","WEAPON_INCENDIARY","","","MUZZLE_SHOTGUN2","UPGRADE_BREACHER_INCENDIARY","","WPNSCRIPT_RESET_WEAPONS","","","","true","false","0.3","","1.0","","0.2","0.2","0","0","0","8","0","0.4","3","false","0","","true","false","true","false","1","","GUN_JC_SHOTGUN_01","GUN_JC_SHOTGUN_02","RELOAD_SHOTGUN_SHELL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_SHOTGUN_INCENDIARY","20","6.0","5.0","0","0.005","0.25","0.01","","5.5","600.0","EXPLO_BURN_DOT","","true","true","false","true","0","300.0"
"Gun","Shield","true","WPN_SA_UZZI","WEAPON_UZZI","","","MUZZLE_SMG1","UPGRADE_SHIELD_SUBMACHINEGUN","","WPNSCRIPT_RESET_WEAPONS","","","","false","true","0.2","","1.0","","0.16","0.25","0.01","1","1.1","25","0","1.0","15.0","false","","","true","false","true","false","0","","GUN_ENEMY_MAC10_01","GUN_ENEMY_MAC10_02","RELOAD_TACTICAL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","16.0","","0","0.0","0.22","0.2","0.05","0.025","1000.0","","","false","false","","","","240.0"
"Gun","Assaulter","true","WPN_SA_MK48MOD1","WEAPON_MK48MOD1","","","","UPGRADE_ASSAULTER_MK48","","WPNSCRIPT_RESET_WEAPONS","","","","false","true","0.55","","1.0","","0.05","0.25","0.05","1","3.0","50","0","1.0","11.0","false","0","","true","false","true","false","0","","GUN_M249_01","GUN_M249_02","RELOAD_TACTICAL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","33.0","","3","0.0","0.22","0.3","0.05","0.025","1000.0","","","false","false","false","","0.6","240.0"
"Gun","Breacher","true","WPN_SA_BREACHER_SAW","WEAPON_SAW","","","","UPGRADE_SAW_BREACHER","","WPNSCRIPT_RESET_WEAPONS","WPNSCRIPT_RESET_WEAPONS","","","false","","0.2","","","","0.0","0.0","0.0","","1.0","25","0","0.0","10.0","false","0","","false","false","false","false","","","SAW_DOWN","","","","","","BULLET_MELEE_SAW","1","200.0","20.0","0","0.0","0.1","1000.0","","0.5","160.0","","","true","true","","true","",""
"Gun","Agent","true","WPN_SA_FBI_AKIMBO","WEAPON_AKIMBO","","","MUZZLE_S1","UPGRADE_FBI_AKIMBO","","WPNSCRIPT_RESET_WEAPONS","","","","true","false","0.1","","1.0","","0.08","0.2","0.05","1.1","2.6","32","0","1.0","7.0","false","0","","true","false","true","false","0","","GUN_MP40_01","GUN_MP40_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","40.0","","1","0.01","0.24","0.8","0.05","0.05","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_SA_FBI_AKIMBO_ALT","","WPNALT_AKIMBO_DUAL","","","UPGRADE_FBI_AKIMBO_ALT","","WPNSCRIPT_RESET_WEAPONS","","","","true","false","0.1","","1.0","","0.08","0.2","0.05","1.1","2.6","32","0","1.0","7.0","false","0","","true","false","true","false","0","true","GUN_MP40_01","GUN_MP40_02","RELOAD_REVOLVER","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","40.0","","1","0.01","0.24","0.8","0.05","0.05","1000.0","","","false","false","true","","","160.0"
"Gun","Agent","true","WPN_SA_FBI_MP5K","WEAPON_MP5K","","","MUZZLE_SMG1","UPGRADE_FBI_MP5K","","WPNSCRIPT_RESET_WEAPONS","","","","false","true","0.13","","1.0","","0.062","0.28","0.0165","1.1","0.9","30","0","1.0","15.0","false","","","true","false","true","false","0","","GUN_MP5_01","GUN_MP5_02","RELOAD_TACTICAL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","20.0","","0","0.0","0.25","0.2","0.05","0.025","1000.0","","","false","false","","","","240.0"
"Gun","Agent","true","WPN_SA_FBI_MP5K_CHERRY_DARLING","WEAPON_MP5K","","","MUZZLE_SMG1","UPGRADE_FBI_MP5K","","WPNSCRIPT_RESET_WEAPONS","","","","false","true","0.13","","1.0","","0.062","0.14","0.0082","0.55","0.9","30","0","1.0","15.0","false","","","true","false","true","false","0","","GUN_MP5_01","GUN_MP5_02","RELOAD_TACTICAL","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","20.0","","0","0.0","0.25","0.2","0.05","0.025","1000.0","","","false","false","","","","240.0"
"Gun","Recon","true","WPN_SA_RECON_MARKSMAN","WEAPON_MARKSMAN","","","MUZZLE_M1","UPGRADE_RECON_MARKSMAN","","WPNSCRIPT_RESET_WEAPONS","","","","true","false","100.0","0.65","1.0","","0.062","0.28","0.0165","1.1","0.9","5","0","1.0","2.0","true","","","true","false","false","false","0","","GUN_MARKSMAN_RIFLE_01","GUN_MARKSMAN_RIFLE_02","","","","","BULLET_INVISIBLE","1","80.0","","0","0.0","0.25","0.0","0.05","0.025","1000.0","","","false","false","true","","","240.0"
"Gun","Recon","true","WPN_SA_RECON_MARKSMAN_ALT","","WPNALT_SWITCH_TARGET","","","UPGRADE_RECON_MARKSMAN","","","","","","true","","","","","","","","","","","-1","0","0.0","4.0","","","","true","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Melee","Shared","","WPN_PLAYER_MELEE","","","","","","","","","","","true","","100.0","","","","0.0","0.0","0.0","","1.0","-1","0","0.0","3.0","false","0","","false","false","false","false","","","MELEE_EMPTY1","MELEE_EMPTY2","","","","","BULLET_MELEE","1","25.0","35.0","5","0.0","0.1","8750.0","","1.4","160.0","","","true","true","","","",""
"Melee","Agent","","WPN_FBI_KNIFE","","","","","","","","","","","true","","100.0","","","","0.0","0.0","0.0","","1.0","-1","0","0.0","8.0","false","0","","false","false","true","false","","","","","","","","","BULLET_MELEE","1","40.0","5.0","2","0.0","0.1","550.0","","0.35","160.0","","","true","true","","","",""
"Breach","Shared","","WPN_PLAYER_BREACH_MELEE","","","","","","","","","","","true","","100.0","","","","0.0","0.0","0.0","","1.0","-1","0","0.0","3.0","false","0","","false","false","false","false","","","","","","","","","BULLET_MELEE","1","25.0","35.0","5","0.0","0.1","8750.0","","1.4","160.0","","","true","true","","","",""
"Breach","Agent","","WPN_PLAYER_BREACH_MELEE_FBI","","","","","","","","","","","true","","100.0","","","","0.0","0.0","0.0","","1.0","-1","0","0.0","3.0","false","0","","false","false","false","false","","","","","","","","","BULLET_MELEE","1","25.0","25.0","5","0.0","0.1","8750.0","","1.4","160.0","","","true","true","","","",""
"Gear","Shared","","WPN_GRENADE","","GEAR_GRENADE","","","","","","","","","true","","","","","","0.0","0.0","0.0","","0.0","3","0","0.0","1.0","false","1","USE_GRENADE","true","true","true","true","","","","","","","","","BULLET_GRENADE_ROUND","1","1.0","","","","1.65","","","","170.0","","","","","","","",""
"Gear","Shared","","WPN_SMOKE_GRENADE","","GEAR_SMOKE_GRENADE","","","","","","","","","true","","","","","","0.0","0.0","0.0","","0.0","3","0","0.0","1.0","false","1","USE_SMOKE","true","true","true","true","","","","","","","","","BULLET_SMOKE_GRENADE","1","1.0","","","","8.0","","","","130.0","","","","","","","",""
"Gear","Shared","","WPN_FLASHBANG","","GEAR_FLASHBANG","","","","","","","","","true","","","","","","0.0","0.0","0.0","","0.0","3","0","0.0","1.0","false","1","USE_FLASHBANG","true","true","true","true","","","","","","","","","BULLET_FLASHBANG","1","1.0","","","","0.5","","","","200.0","","","","","","","",""
"Gear","Recon","","WPN_CAM_BALL","","GEAR_CAM_BALL","","","","","","","","","true","","","","","","0.0","0.0","0.0","","0.0","3","0","0.0","1.0","false","1","","true","true","true","true","","","","","","","","","BULLET_CAM_BALL","1","1.0","","","","4.5","","","","150.0","EXPLO_FAKE_CAM_BALL","","","","","","",""
"Gear","Breacher","","WPN_BREACHER_PISTOL_GEAR","","WPNALT_EQUIP_PISTOL","","","UPGRADE_PISTOL_BREACHER_GEAR","WPN_SCRIPT_SET_BREACHERPISTOL","","","","","true","false","","","","","","","","","","4","0","0.0","0.5","","","","true","true","true","true","","","","","","","","","BULLET_INVISIBLE","1","1.0","","","","0.25","","","","0.25","","","","","","","",""
"Gear","Breacher","","WPN_PISTOL_1911_BREACHER","WEAPON_PISTOL_1911","","","MUZZLE_S1","UPGRADE_PISTOL_BREACHER","","WPNSCRIPT_RESET_WEAPONS","","","","false","false","0.0","","1.0","","0.05","0.5","0.17","1.0","1.6","7","0","1.3","4.5","true","0","","true","false","true","false","0","","GUN_1911_45ACP_01","GUN_1911_45ACP_02","","","GUN_EMPTY_01","GUN_EMPTY_02","BULLET_TRACER1","1","51.0","","0","0.0135","0.25","0.09","0.0","0.05","1000.0","","","false","false","true","","","160.0"
"Gear","ODG","","WPN_TWINKIE","","WPNALT_EQUIP_TWINKIE","","","","WPN_SCRIPT_USE_TWINKIE","","","","","true","false","","","","","","","","","","1","0","0.0","0.05","","","","true","true","true","true","","","","","","","","","BULLET_DULL","1","1.0","","","","0.25","","","","0.25","","","","","","","",""
"Gear","Shared","","WPN_BREACHING_CHARGE","","GEAR_CHARGE","","","","","","","","","true","","","","","","0.0","0.0","0.0","","0.0","2","0","0.0","1.0","false","1","USE_BREACHING_CHARGE","true","true","true","true","","","","","","","","","BULLET_BREACHING_CHARGE","1","1.0","","","","1.0","","","","150.0","","","","","","","",""
"Gear","Shared","","WPN_SPEED_LOADER","","GEAR_SPEED_LOADER","","","UPGRADE_GEAR_SPEED_LOADER","","","","","","true","","","","","","","","","","","2","0","0.0","1.0","","","","true","true","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gear","Shared","","WPN_MAG_READY","","GEAR_MAG_READY","","","UPGRADE_GEAR_MAG_READY","","","","","","true","","","","","","","","","","","-1","0","0.0","0.1","","","","true","true","true","false","","","RELOAD_TACTICAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Gear","Recon","","WPN_SPY_CAMERA","","GEAR_SPY_CAMERA","","","UPGRADE_GEAR_SPY_CAMERA","","","","","","true","","","","","","","","","","","6","0","0.0","0.2","","","","true","false","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gear","Breacher","","WPN_DROP_SAW","","WPNALT_DROP_SAW","","","","","","","","","false","","","","","","","","","","","-1","0","0.0","1.0","","","","true","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
